source<Long>,target<Long>,weight<Double>
206,471,0.77
206,517,0.02
206,811,0.64
207,6,0.09
207,15,0.08
207,138,0.76
207,159,0.39
207,164,0.03
207,631,0.86
207,639,0.04
207,663,0.13
207,678,0.99
207,693,0.48
207,722,0.67
207,791,0.18
208,47,0.14
208,140,0.74
208,183,0.63
208,269,0.73
208,312,0.22
208,426,0.64
208,445,0.98
208,477,0.74
208,499,0.64
208,587,0.12
208,674,0.33
208,973,0.14
208,984,0.35
209,258,0.61
209,658,0.45
209,845,0.37
210,720,0.28
210,976,0.18
211,47,0.77
211,59,0.59
211,61,0.12
211,64,0.7
211,68,0.76
211,148,0.07
211,170,0.89
211,290,0.94
211,301,0.28
211,305,0.09
211,404,0.41
211,541,0.59
211,627,0.93
211,732,0.99
211,759,0.67
211,817,0.09
211,852,0.84
211,861,0.43
211,902,0.54
211,911,0.65
211,953,0.99
211,1016,0.41
212,9,0.53
212,10,0.35
212,27,0.87
212,230,0.11
212,248,0.78
212,335,0.39
212,342,0.8
212,382,0.65
212,611,0.52
212,719,0.05
212,726,0.92
212,768,0.45
212,793,0.61
212,908,1
213,49,0.23
213,182,0.63
213,270,0.22
213,307,0.58
213,313,0.94
213,351,0.38
213,408,0.93
213,449,0.75
213,759,0.78
213,894,0.45
214,18,0.15
214,51,0.12
214,59,0.01
214,253,0.98
214,281,0.53
214,290,0.89
214,357,0.25
214,381,0.01
214,444,0.96
214,487,0.02
214,541,0.55
214,576,0.26
214,830,0.07
215,6,0.03
215,164,0.55
215,355,0.11
215,437,0.83
215,466,0.6
215,506,0.16
215,548,0.23
215,610,0.44
215,622,0.2
215,647,0.17
215,709,0.57
215,715,0.63
215,778,0.05
215,967,0.08
215,1017,0.91
216,74,1
216,91,0.12
216,397,0.25
216,710,0.17
216,760,0.76
216,864,0.81
216,997,0.4
217,630,0.26
218,27,0.26
218,125,0.15
218,214,0.96
218,319,0.62
218,369,0.86
218,768,0.1
219,97,0.41
219,185,0.85
219,324,0.73
219,348,0.69
219,711,0.89
219,819,0.36
220,23,0.87
220,390,0.69
220,822,0.81
221,75,0.65
221,94,0.83
221,205,0.22
221,380,0.83
221,396,0.26
221,896,1
221,942,0.57
222,25,0.26
222,514,0.67
222,761,0.1
223,77,0.62
223,580,0.69
223,677,0.19
224,75,0.23
224,247,0.55
224,458,0.16
224,480,0.91
224,587,0.44
224,828,0.06
225,317,0.57
225,362,0.06
225,607,0.27
225,662,0.69
225,739,0.02
226,11,0.46
226,51,0.37
226,242,0.43
226,318,0.95
226,388,0.03
226,543,0.75
226,731,0.79
226,868,0.03
226,989,0.19
227,31,0.7
227,202,0.48
227,264,0.85
227,332,0.16
227,430,0.91
227,941,0.6
228,72,0.93
228,333,0.76
228,436,0.62
228,490,0.72
228,514,0.04
229,17,0.13
229,170,0.66
229,285,0.29
229,643,0.16
230,49,0.37
230,61,0.84
230,62,0.1
230,78,0.53
230,112,0.21
230,197,0.35
230,311,0.93
230,666,0.85
230,703,0.21
231,157,0.26
231,630,0.64
231,967,0.46
232,137,0.22
232,243,0.56
232,429,0.08
232,509,0.01
232,805,0.25
232,902,0.08
233,61,0.27
233,381,0.89
233,410,0.13
233,428,0.04
233,457,0.89
233,497,0.65
233,752,0.86
234,16,0.12
234,30,0.49
234,264,0.2
234,275,0.77
234,413,0.3
234,497,0.15
234,614,0.19
234,738,0.52
234,852,0.41
235,655,0.37
235,958,0.72
236,37,0.05
236,45,0.14
236,47,0.42
236,50,0.3
236,68,1
236,123,0.07
236,245,0.07
236,258,0.42
236,277,0.74
236,315,0.94
236,390,0.69
236,442,0.32
236,610,0.21
236,628,0.33
236,664,0.71
236,690,0.14
236,692,0.68
236,738,0.7
236,761,0.9
236,810,0.4
236,850,0.7
236,953,0.26
236,981,0.91
237,191,0.17
237,427,0.86
237,453,0.2
237,618,0.12
237,688,0.45
237,1000,0.27
238,96,0.59
238,266,0.19
238,833,0.24
238,884,0.59
239,534,0.82
240,16,0.69
240,50,0.3
240,60,0.9
240,103,0.41
240,202,0.43
240,203,0.4
240,248,0.72
240,272,0.73
240,294,0.11
240,315,0.28
240,316,0.77
240,360,0.16
240,381,0.13
240,413,0.89
240,453,0.09
240,468,0.83
240,474,0.44
240,539,0.97
240,550,0.41
240,624,0.48
240,630,0.96
240,689,0.59
240,702,0.29
240,719,0.35
240,752,0.03
240,777,1
240,891,0.29
240,938,0.86
240,981,0.41
241,68,0.56
241,367,0.63
241,472,0.53
241,804,0.27
241,862,0.32
241,882,0.55
242,228,1
242,380,0.84
242,393,0.93
242,481,0.36
242,585,0.48
242,642,0.75
242,842,0.04
242,1009,0.3
243,32,0.4
243,49,0.5
243,102,0.63
243,231,0.15
243,285,0.23
243,286,0.9
243,371,0.68
243,404,0.23
243,456,0.12
243,508,0.23
243,564,0.74
243,656,0.07
243,681,0.15
243,686,0.17
243,767,0.45
243,881,0.8
243,965,0.67
243,966,0.18
243,991,0.52
244,101,0.03
244,259,0.76
244,304,0.56
244,611,0.79
244,778,0.52
244,818,0.94
244,862,0.9
244,939,0.94
244,947,0.19
245,10,0.87
245,34,0.35
245,57,0.71
245,149,0.73
245,194,0.02
245,227,0.67
245,284,0.15
245,285,0.65
245,326,0.78
245,417,0.72
245,443,0.94
245,472,0.98
245,625,0.07
245,699,0.51
245,793,0.19
246,47,0.87
246,76,0.34
246,245,0.23
246,276,0.85
246,497,0.42
246,698,0.99
246,842,0.1
247,163,0.76
247,244,0.13
247,283,0.89
247,794,0.19
248,67,0.36
248,105,0.7
248,141,0.96
248,144,0.97
248,200,0.03
248,257,0.18
248,264,0.41
248,299,0.98
248,334,0.43
248,381,0.11
248,426,0.41
248,576,0.87
248,619,0.53
248,636,0.43
248,656,0.37
248,798,0.37
248,949,0.9
248,978,0.55
249,154,0.86
249,574,0.71
249,577,0.27
249,619,0.6
249,746,0.46
249,759,0.97
249,838,0.63
249,841,0.63
249,866,0.39
250,91,0.62
250,193,0.03
250,525,0.19
250,635,0.17
250,694,0.2
251,180,0.96
251,426,0.32
252,345,0.5
252,581,0.93
252,593,0.49
252,604,0.4
253,32,0.26
253,57,0.65
253,64,0.71
253,72,0.95
253,75,0.48
253,130,0.36
253,147,0.84
253,204,0.05
253,218,0.23
253,250,0.98
253,281,0.73
253,320,1
253,348,0.07
253,366,0.51
253,473,0.26
253,506,0.14
253,508,0.05
253,536,0.51
253,565,0.75
253,624,0.73
253,709,0.53
253,730,0.02
253,861,0.03
253,917,0.57
253,977,0.61
253,981,0.14
254,32,0.02
254,82,0.25
254,320,0.35
254,407,0.92
254,434,0.44
254,476,0.17
254,584,0.36
254,735,0.38
254,800,0.86
254,829,0.88
256,482,0.62
256,503,0.08
257,208,0.38
257,267,0.86
257,269,0.45
257,727,0.35
257,830,0.79
257,867,0.98
257,870,0.21
258,9,0.3
258,11,0.43
258,32,0.63
258,47,0.68
258,62,0.34
258,211,0.55
258,236,0.93
258,290,0.63
258,313,0.93
258,326,0.65
258,365,0.02
258,375,0.21
258,394,0.09
258,616,0.78
258,702,0.45
258,717,0.71
258,815,0.98
258,850,0.17
258,858,0.06
258,978,0.18
259,32,0.17
259,57,0.25
259,118,0.17
259,300,0.87
259,337,0.25
259,474,0.83
259,656,0.97
259,684,0.4
259,701,0.35
259,745,0.6
259,751,0.28
259,858,0.7
259,863,0.95
259,921,0.26
259,931,0.6
260,108,0.97
260,113,0.7
260,611,0.49
260,854,0.5
260,998,0.96
261,5,0.92
261,110,0.22
261,122,0.61
261,141,0.5
261,152,0.46
261,701,0.48
261,741,0.04
262,237,0.97
262,298,0.93
262,317,0.98
262,366,0.58
262,697,0.65
263,24,0.38
263,251,0.86
264,4,0.77
264,886,0.47
264,920,0.66
264,942,0.37
265,320,0.1
265,411,0.09
265,473,0.12
265,740,0.53
265,805,0.48
265,973,0.74
266,124,0.46
266,288,0.2
266,427,0.43
266,467,0.8
266,652,0.62
266,813,0.3
267,163,0.33
267,164,0.05
267,300,0.57
267,326,0.12
267,580,0.51
267,664,0.88
267,909,0.15
268,98,0.89
268,264,0.55
268,546,0.99
268,870,0.77
268,879,0.52
269,27,0.99
269,77,0.13
269,223,0.15
269,347,0.31
269,701,0.16
270,50,0.25
270,67,0.55
270,75,0.17
270,108,0.05
270,141,0.45
270,234,0.55
270,238,0.73
270,286,0.33
270,309,0.25
270,330,0.3
270,431,0.91
270,592,0.4
270,657,0.49
270,902,0.14
270,917,0.49
271,211,0.2
271,281,0.17
271,349,0.88
271,677,0.33
271,720,0.35
271,802,0.89
271,814,0.9
271,818,0.24
271,862,0.37
271,902,0.27
272,2,0.37
272,75,0.98
272,108,0.71
272,175,0.69
272,195,0.3
272,328,0.67
272,376,0.84
272,425,0.31
272,566,0.06
272,638,0.04
272,649,0.12
272,742,0.09
272,805,0.22
272,842,0.86
272,955,0.82
272,969,0.08
273,115,0.83
273,493,0.63
273,968,0.83
274,7,0.71
274,15,0.8
274,264,0.95
274,307,0.98
274,499,0.69
274,643,0.44
274,861,0.53
274,894,0.71
274,1019,0.45
275,270,0.06
275,301,0.69
275,381,0.89
275,397,0.64
275,400,0.27
275,408,0.11
275,532,0.71
275,692,0.08
275,693,0.81
275,757,0.05
276,196,0.99
276,211,0.3
276,591,0.7
276,597,0.46
276,839,0.22
276,938,0.56
276,995,0.38
277,103,0.91
277,147,0.97
277,348,0.75
277,410,0.17
277,468,0.77
277,714,0.39
277,829,0.53
277,840,0.5
278,833,0.92
279,37,0.2
279,281,0.61
279,315,0.85
279,333,0.22
279,411,0.99
279,436,0.49
279,468,0.17
279,488,0.23
279,591,0.06
279,592,0.33
279,610,0.45
279,775,0.7
279,861,0.91
279,888,0.41
279,977,0.17
280,282,0.53
280,408,0.76
280,768,0.29
280,995,0.08
281,17,0.82
281,28,0.38
281,50,0.71
281,75,0.17
281,154,0.95
281,177,0.42
281,194,0.47
281,212,0.02
281,241,0.57
281,243,0.17
281,253,0.45
281,301,0.56
281,302,0.65
281,315,0.52
281,320,0.67
281,348,0.76
281,365,0.13
281,390,0.57
281,393,0.16
281,397,0.15
281,404,0.7
281,405,0.12
281,474,0.99
281,541,0.32
281,649,0.95
281,651,0.1
281,684,0.02
281,699,0.85
281,805,0.32
281,812,0.39
281,814,0.35
281,824,0.16
281,862,0.42
281,863,0.13
281,891,0.53
281,921,0.09
281,938,0.18
281,972,0.22
281,981,0.77
281,989,0.23
282,4,0.63
282,437,0.06
282,549,0.02
282,608,0.14
282,624,0.54
282,663,0.19
282,687,0.6
282,766,0.16
283,155,0.97
283,266,0.16
283,553,1
283,799,0.76
283,813,0.1
283,983,0.33
284,216,0.72
284,351,0.34
284,536,0.89
284,593,0.09
284,599,0.27
284,657,0.28
284,799,0.68
284,824,0.38
285,18,0.59
285,35,0.02
285,360,0.85
285,361,0.17
285,531,0.08
285,697,0.01
285,778,0.1
285,861,0.78
286,50,0.95
286,140,0.17
286,681,0.96
286,684,0.19
286,701,0.53
286,861,0.22
286,903,0.82
287,195,0.5
287,463,0.45
287,715,0.99
287,810,0.79
287,873,0.8
288,84,0.74
288,269,0.16
288,624,0.33
288,840,0.15
289,507,0.81
289,771,0.41
290,32,0.12
290,57,0.57
290,61,0.69
290,102,0.12
290,189,0.73
290,190,0.2
290,243,0.09
290,253,0.89
290,381,0.04
290,441,0.81
290,448,0.13
290,751,0.45
290,861,0.63
290,937,0.95
291,75,0.55
291,282,0.57
291,338,0.28
291,624,0.43
291,673,0.57
291,832,0.16
291,929,0.9
292,157,0.96
292,446,0.79
293,51,0.33
293,366,0.69
293,418,0.46
293,520,0.06
293,639,0.87
293,675,0.3
293,860,0.4
294,381,0.97
294,432,0.49
294,436,0.65
294,465,0.56
294,1001,0.72
295,111,0.72
295,155,1
295,156,0.49
295,261,0.24
295,369,0.45
295,529,0.85
295,584,0.66
295,649,0.63
295,662,0.02
295,902,0.82
296,75,0.45
296,177,0.74
296,357,0.56
296,580,0.13
296,584,0.6
296,778,0.54
296,799,0.51
296,862,0.78
297,141,0.23
297,169,0.15
297,252,0.85
297,366,0.03
297,393,1
297,522,0.9
298,161,0.63
298,411,0.57
298,533,0.71
298,629,0.47
298,944,0.48
298,999,0.61
299,90,0.08
299,238,0.03
299,364,0.68
299,432,0.76
299,480,0.72
299,495,0.1
299,671,0.8
299,726,0.61
299,850,0.66
299,997,0.59
300,45,0.44
300,57,1
300,135,0.08
300,177,0.86
300,192,0.09
300,200,0.61
300,259,0.8
300,260,0.08
300,416,0.65
300,453,0.74
300,566,0.06
300,604,0.13
300,695,0.64
300,779,0.84
300,830,0.27
300,1000,0.69
301,218,0.03
301,746,0.43
301,864,0.38
301,906,0.56
302,60,0.18
302,195,0.72
302,278,0.41
302,411,0.87
302,436,0.22
302,538,0.48
302,569,0.67
302,983,0.67
303,23,0.39
303,314,0.48
303,490,0.54
303,720,0.79
304,49,0.03
304,50,0.6
304,61,0.54
304,78,0.51
304,281,0.47
304,382,0.26
304,414,0.83
304,433,0.12
304,453,0.33
304,481,0.56
304,658,0.15
304,705,0.02
304,709,0.36
304,767,0.96
304,828,0.99
304,872,0.66
304,921,0.44
304,938,0.31
304,1013,0.29
305,182,0.87
305,221,0.17
305,279,0.87
305,324,0.14
305,351,0.98
305,405,0.87
305,487,0.95
306,152,0.71
306,203,0.2
306,310,0.38
306,375,0.18
306,755,0.14
306,1022,0.27
307,150,0.47
307,204,0.59
307,213,0.14
307,378,0.8
307,395,0.83
307,405,0.32
307,429,0.14
307,690,0.56
307,723,0.85
307,727,0.51
307,855,0.98
307,877,0.08
308,726,0.07
308,795,0.31
308,843,0.08
309,373,0.2
309,468,0.34
309,584,0.75
310,7,0.57
310,82,0.22
310,256,0.44
310,480,0.22
310,489,0.49
310,814,0.04
311,7,0.89
311,119,0.54
311,126,0.46
311,281,0.66
311,366,0.12
311,453,0.93
311,532,0.37
311,536,0.06
311,543,0.53
311,605,0.48
311,665,0.77
311,672,0.63
311,705,0.74
311,899,0.05
311,962,0.53
312,148,0.13
312,570,0.64
312,624,0.33
312,693,0.82
313,47,0.71
313,51,0.4
313,164,0.62
313,257,0.39
313,281,0.84
313,344,0.69
313,381,0.77
313,426,0.01
313,485,0.62
313,599,0.54
313,653,0.65
313,656,0.91
313,741,0.72
313,756,0.95
313,762,0.19
313,777,0.41
313,821,0.27
313,928,0.93
313,938,0.62
313,982,0.76
313,989,0.45
314,2,0.35
314,585,0.8
315,6,0.03
315,15,0.85
315,49,0.2
315,61,0.22
315,69,0.93
315,185,0.77
315,207,0.23
315,216,0.49
315,272,0.56
315,281,0.44
315,290,0.03
315,345,0.01
315,404,0.52
315,405,0.27
315,411,0.44
315,442,0.8
315,468,0.93
315,477,0.28
315,505,0.42
315,512,0.67
315,546,0.44
315,565,0.17
315,663,0.39
315,664,0.16
315,686,0.56
315,699,0.92
315,768,0.37
315,814,0.92
315,822,0.58
315,908,0.75
315,921,0.19
315,970,0.19
315,989,0.62
316,36,0.96
316,311,0.18
316,441,0.81
316,502,0.69
316,590,0.53
316,668,0.15
316,861,0.42
316,965,0.79
317,258,0.11
317,533,0.21
318,343,0.63
318,507,0.92
318,543,0.76
319,38,0.01
319,68,0.2
319,116,0.21
319,177,0.05
319,227,0.26
319,550,0.4
319,563,0.48
319,587,0.15
319,869,0.83
319,924,0.98
319,965,0.57
320,50,0.57
320,52,0.31
320,106,0.23
320,315,0.19
320,624,0.11
320,659,0.85
320,675,0.77
320,695,0.37
320,855,0.54
320,880,0.99
321,125,0.58
321,137,0.23
321,148,0.92
321,174,0.29
321,181,0.06
321,325,0.84
321,486,0.8
321,660,0.73
321,851,0.95
321,1010,0.3
322,105,0.67
322,134,0.53
322,174,0.16
322,317,0.05
322,335,0.83
322,442,0.11
322,468,0.67
322,566,0.73
322,600,0.21
322,707,0.42
322,851,0.11
322,897,0.17
322,923,0.45
323,53,0.88
323,534,0.03
323,984,0.11
324,125,0.56
324,140,0.11
324,221,0.53
324,230,0.85
324,319,0.91
324,320,0.66
324,345,0.43
324,573,0.2
325,443,0.2
325,707,0.03
325,881,0.38
325,909,0.75
325,1000,0.08
326,32,0.57
326,164,0.08
326,204,0.12
326,253,0.82
326,431,0.92
326,432,0.89
326,599,0.11
326,651,0.43
326,845,0.73
326,898,0.99
326,952,0.09
326,953,0.8
326,962,0.46
327,291,0.78
327,1013,0.97
328,219,0.25
328,330,0.86
328,573,0.14
328,913,0.71
328,979,0.37
329,16,0.99
329,285,0.81
330,103,0.35
330,135,0.34
330,212,0.53
330,553,0.92
330,587,0.97
330,712,0.67
331,215,0.48
331,585,0.02
331,692,0.06
331,758,0.96
331,835,0.05
332,192,0.36
332,840,0.6
333,141,0.06
333,183,0.55
333,205,0.7
333,221,0.28
333,230,0.05
333,317,0.58
333,584,0.06
333,691,0.04
333,737,0.34
333,889,0.93
333,988,0.2
334,84,0.34
334,148,0.63
334,513,0.98
334,865,0.2
335,179,0.61
335,407,0.89
335,783,0.61
336,4,0.59
336,492,0.09
337,219,1
337,365,0.65
337,885,0.76
338,842,0.38
339,179,0.48
339,532,0.12
339,674,0.03
339,791,0.07
339,841,0.31
340,188,0.98
340,244,0.49
340,566,0.2
340,618,0.5
340,624,0.67
340,914,0.34
340,917,0.01
341,60,0.7
341,184,0.24
341,426,0.37
341,606,0.69
341,824,0.49
342,179,0.94
342,533,0.14
342,607,0.41
342,909,0.32
343,114,0.6
343,340,0.41
343,495,0.69
343,546,0.82
343,702,0.57
343,738,0.78
343,801,0.37
343,891,0.1
343,956,0.06
344,440,0.54
344,720,0.49
344,734,0.65
344,757,0.72
345,6,0.56
345,108,0.21
345,182,0.2
345,194,0.04
345,260,0.6
345,404,0.66
345,473,0.21
345,476,0.74
345,478,0.04
345,556,0.78
345,575,0.26
345,699,0.9
345,722,0.83
345,759,0.8
345,886,0.64
345,902,0.23
345,984,0.57
346,139,0.55
346,319,0.36
346,457,0.54
346,567,0.36
346,650,0.61
346,818,0.58
346,1019,0.4
347,57,0.02
347,231,0.12
347,306,0.12
347,337,0.01
347,670,0.22
347,701,0.01
347,796,0.37
348,141,0.63
348,361,0.51
348,583,0.8
348,828,0.8
349,393,0.73
349,618,0.86
349,940,0.79
350,126,0.75
350,311,0.49
350,405,0.02
350,425,0.71
350,572,0.65
350,706,0.99
350,809,0.81
350,826,0.95
351,2,0.99
351,42,0.85
351,290,0.99
351,512,0.37
351,603,0.21
351,688,0.74
351,705,0.72
352,787,0.14
352,914,0.8
353,68,0.64
353,272,0.94
353,276,0.42
353,332,0.76
353,397,0.12
353,469,0.01
353,534,0.41
353,589,0.64
353,593,0.96
353,614,0.99
353,666,0.69
353,778,0.31
353,885,0.44
353,896,0.12
353,926,0.16
353,1023,0.94
354,142,0.04
354,253,0.57
354,285,0.03
354,473,0.27
354,528,0.82
354,587,0.85
354,704,0.08
354,766,0.17
354,785,0.13
354,800,0.18
354,831,0.04
354,861,0.71
354,924,0.19
354,953,0.31
355,135,0.89
355,536,0.78
355,632,0.95
355,693,0.93
355,799,0.58
355,858,0.08
355,870,0.34
355,959,0.45
355,1020,0.3
356,374,0.09
356,496,0.88
356,507,0.24
356,756,0.06
356,984,0.76
357,420,0.4
357,754,0.2
357,932,0.09
358,7,0.64
358,14,0.6
358,17,0.34
358,75,0.1
358,118,0.35
358,235,0.34
358,257,0.67
358,302,0.83
358,394,0.3
358,587,1
358,597,0.66
358,637,0.94
358,646,0.06
358,652,0.23
358,851,0.94
358,925,0.43
358,949,0.47
358,963,0.93
358,989,0.05
359,103,0.5
359,519,0.88
359,842,0.07
360,148,0.03
360,241,0.51
360,332,0.07
360,374,0.52
360,468,0.71
360,513,0.66
360,819,0.18
360,858,0.54
360,902,0.78
360,929,0.76
360,942,0.78
360,1016,0.87
361,60,0.36
361,135,0.47
361,141,0.84
361,253,0.08
361,270,0.09
361,446,0.77
361,508,0.09
361,705,0.9
361,706,0.04
361,793,0.51
361,813,0.99
361,900,0.4
361,996,0.58
362,9,0.73
362,309,0.66
362,927,0.03
363,155,0.91
363,241,0.41
363,280,0.6
363,296,0.36
363,392,0.13
363,468,0.78
363,544,0.84
363,766,0.39
363,880,0.41
364,603,0.99
364,896,0.51
365,4,0.44
365,20,0.48
365,52,0.25
365,108,0.18
365,184,0.19
365,195,0.57
365,757,0.31
365,849,0.62
365,978,0.69
366,375,0.02
366,383,0.01
366,393,0.42
366,601,0.52
366,666,0.96
366,719,0.48
366,747,0.22
366,824,0.03
366,879,0.91
367,122,0.21
367,144,0.92
367,299,0.1
368,0,0.81
368,57,0.85
368,79,0.63
368,179,0.01
368,240,0.31
368,500,0.69
368,535,0.57
368,841,0.08
368,1014,0.61
369,853,0.58
370,66,0.47
370,114,0.01
370,789,0.14
370,839,0.4
371,161,0.72
371,258,0.77
371,302,0.07
371,354,0.95
371,707,0.78
371,755,0.57
371,793,0.14
372,192,0.55
372,248,0.22
372,423,0.6
372,507,0.12
372,775,0.42
373,18,0.66
373,472,0.59
373,577,0.08
373,593,0.02
373,743,0.26
373,908,0.62
373,911,0.95
374,287,0.92
374,727,0.46
374,751,0.49
375,32,0.26
375,57,0.47
375,132,0.17
375,141,0.78
375,194,0.09
375,207,0.82
375,215,0.57
375,258,0.77
375,281,0.9
375,424,0.84
375,472,0.41
375,539,0.06
375,584,0.89
375,626,0.33
375,651,0.78
375,653,1
375,684,0.17
375,779,0.43
375,915,0.95
375,925,0.5
375,989,0.14
376,523,0.81
376,556,0.44
376,677,0.57
376,678,0.27
376,977,0.01
377,194,0.83
377,234,0.38
377,311,0.72
377,444,0.63
377,522,0.77
377,550,0.2
377,820,0.5
377,823,0.75
377,825,0.36
378,154,0.48
378,345,0.17
378,496,0.78
378,722,0.63
378,728,0.76
378,918,0.35
379,413,0.45
379,583,0.22
379,856,0.1
379,988,0.9
380,31,0.05
380,146,0.74
380,316,0.14
380,322,0.52
380,763,0.12
381,1,1
381,48,0.01
381,50,0.72
381,57,0.08
381,96,0.5
381,128,0.15
381,171,0.17
381,214,0.93
381,215,0.25
381,422,0.71
381,456,0.77
381,474,0.83
381,565,0.08
381,618,0.93
381,656,0.75
381,701,0.94
381,752,0.22
381,758,0.62
381,797,0.29
381,814,0.16
381,842,0.98
382,64,0.88
382,268,0.77
382,353,0.88
382,667,0.07
383,49,0.5
383,141,0.37
383,209,0.28
383,231,0.39
383,300,0.78
383,326,0.77
383,386,0.72
383,436,0.68
383,584,0.83
383,593,0.28
383,625,0.15
383,949,0.21
384,188,0.97
384,534,0.31
384,742,0.44
385,86,0.02
385,420,0.62
385,864,0.77
385,908,0.13
386,207,0.19
386,272,0.05
386,533,0.88
386,880,0.92
386,967,0.26
387,90,0.14
387,337,0.81
387,640,0.53
387,675,0.68
388,250,0.41
388,410,0.77
388,472,0.3
388,686,0.6
388,798,0.3
389,131,0.35
389,208,0.16
389,380,0.04
389,497,0.93
389,872,0.25
390,5,0.24
390,234,0.3
390,305,0.82
390,325,0.88
390,418,0.13
390,580,1
390,848,0.94
390,852,0.13
390,855,0.19
391,133,0.82
391,429,0.27
392,161,0.78
393,32,0.8
393,131,0.77
393,143,0.62
393,194,0.46
393,253,0.18
393,258,0.35
393,268,0.82
393,281,0.32
393,315,0.49
393,326,0.7
393,333,0.85
393,350,0.07
393,354,0.55
393,411,0.43
393,421,0.52
393,425,0.96
393,467,0.36
393,508,0.18
393,512,0.36
393,513,0.8
393,566,0.17
393,587,0.58
393,601,0.34
393,639,0.37
393,651,0.6
393,670,0.33
393,684,1
393,691,0.77
393,714,0.01
393,772,0.55
393,778,0.28
393,869,0.06
393,901,0.44
393,941,0.22
393,977,0.62
394,203,0.92
394,224,0.03
394,348,0.39
394,681,0.83
394,822,0.56
394,824,0.5
394,831,0.83
395,110,0.93
395,393,0.96
395,410,0.18
395,599,0.76
395,627,0.06
395,642,0.38
395,701,0.42
395,733,0.29
395,753,0.61
395,778,0.24
396,227,0.51
396,427,0.49
396,467,0.03
396,584,0.16
396,666,0.05
396,731,0.92
396,896,0.12
396,902,0.98
396,944,0.06
396,987,0.67
397,39,0.1
397,153,0.74
397,156,0.86
397,201,0.23
397,271,0.17
397,466,0.29
397,474,0.28
397,573,0.3
397,600,0.52
397,601,0.59
397,693,0.66
397,704,0.95
397,711,0.92
397,715,0.6
397,754,0.02
397,778,0.52
397,937,0.17
397,964,0.65
397,995,0.68
398,884,0.26
399,444,0.18
399,1002,0.18
400,19,0.51
400,80,0.98
401,208,0.04
401,615,0.34
401,842,0.53
401,897,0.36
401,1011,0.73
402,374,0.44
402,584,0.9
402,664,0.04
403,50,0.95
403,85,0.98
403,166,0.26
403,460,0.89
403,763,0.1
403,774,1
403,1021,0.08
404,32,0.04
404,52,0.37
404,61,0.9
404,69,0.63
404,103,0.69
404,215,0.65
404,286,0.8
404,313,0.09
404,345,0.09
404,428,0.78
404,550,0.41
404,599,0.88
404,627,0.69
404,649,0.68
404,748,0.29
404,818,0.2
404,845,0.65
404,863,0.4
404,872,0.62
404,902,0.67
404,906,0.96
404,938,0.58
404,965,0.58
405,52,0.74
405,75,0.04
405,259,0.8
405,315,0.47
405,442,0.24
405,466,0.59
405,678,0.39
405,711,0.88
405,877,0.81
405,899,0.49
405,929,1
405,963,0.39
406,140,0.12
406,176,0.25
406,307,0.45
406,360,0.49
406,719,0.69
406,944,0.57
406,1005,0.62
407,64,0.12
407,401,0.27
407,404,0.32
407,621,0.68
407,688,0.77
407,775,0.9
407,895,0.01
407,896,0.34
408,59,0.09
408,225,0.4
408,580,0.45
408,616,0.4
408,619,0.91
408,680,0.25
409,91,0.04
409,156,0.47
409,290,0.5
409,661,0.19
409,779,0.93
409,838,0.54
410,281,0.49
410,302,0.85
410,393,0.66
410,414,0.95
410,826,0.11
410,864,0.21
410,916,0.37
410,966,0.25
410,995,0.93
411,49,0.73
411,141,0.69
411,154,0.62
411,253,0.61
411,343,0.72
411,360,0.54
411,383,0.71
411,409,0.73
411,505,0.31
411,532,0.81
411,655,0.84
411,659,0.4
411,687,0.21
411,723,0.34
411,855,0.05
411,861,0.7
411,886,0.44
411,902,1
411,917,0.39
411,934,0.49
412,170,0.4
412,197,0.25
412,376,0.16
412,453,0.38
412,637,0.17
412,662,0.67
412,731,0.97
412,747,0.99
412,972,0.61
412,1005,0.28
413,248,0.81
413,466,0.62
413,656,0.84
413,687,0.03
414,19,0.44
414,26,0.41
414,538,0.54
414,698,0.41
414,731,0.37
415,283,0.33
415,317,0.74
416,139,0.01
416,300,0.71
416,404,0.42
416,688,0.38
416,779,0.03
416,792,0.14
416,831,0.27
416,844,0.37
417,93,0.94
417,121,0.46
417,164,0.99
417,170,0.89
417,283,0.09
417,499,0.58
417,526,0.91
417,619,0.46
417,796,0.09
417,924,0.65
417,968,0.37
418,45,0.74
418,304,0.55
418,320,0.5
418,333,0.22
418,340,0.04
418,538,0.95
418,667,0.99
418,729,0.01
418,732,0.74
419,189,0.66
419,539,0.91
419,983,0.59
419,985,0.07
420,211,0.04
420,215,0.58
420,554,0.45
420,855,0.6
421,11,0.85
421,143,0.93
421,164,0.6
421,239,0.36
421,383,0.73
421,404,0.53
421,411,0.95
421,412,0.72
421,473,0.31
421,556,0.07
421,615,0.81
421,643,0.66
421,693,0.28
421,699,0.07
421,953,0.58
421,958,0.84
422,39,0.58
422,58,0.69
422,79,0.63
422,178,0.65
422,290,0.78
422,295,0.94
422,582,0.9
422,659,0.91
422,696,0.67
422,701,0.48
422,902,0.37
423,446,0.93
423,674,0.32
423,716,0.29
423,912,0.39
424,81,0.13
424,96,0.55
424,317,0.56
424,366,0.23
424,372,0.41
424,383,0.06
424,492,0.6
424,522,0.81
424,616,0.59
424,680,0.4
424,952,0.37
425,50,0.61
425,51,0.57
425,125,0.17
425,177,0.5
425,386,0.99
425,568,0.95
425,719,0.09
425,751,0.14
